edinet_cd,name,部門区分,行区分,正規化group1,正規化科目,unit,表示単位,2017/3/31,2018/3/31,2019/3/31,2020/3/31,2021/3/31,2022/3/31,2023/3/31,2024/3/31,2025/3/31,2026/3/31
E04501,東北電力株式会社,原子力発電費,個別勘定科目合計,,固定資産除却費,JPY,百万円,1080,1593,2086,2021,1064,1236,2303,4623,852,2143
E04501,東北電力株式会社,原子力発電費,内訳,固定資産除却費,除却損,JPY,百万円,496,1061,1576,1439,378,678,1322,1026,355,1230
E04501,東北電力株式会社,原子力発電費,内訳,固定資産除却費,除却費用,JPY,百万円,583,532,509,582,686,557,980,3597,497,913
E04501,東北電力株式会社,原子力発電費,個別勘定科目合計,,使用済燃料再処理等拠出金費,JPY,百万円,3030,2691,2691,2691,,,,,4431,8037
E04501,東北電力株式会社,原子力発電費,内訳,使用済燃料再処理等拠出金費,使用済燃料再処理等既発電費,JPY,百万円,2691,2691,2691,2691,,,,,,
E04501,東北電力株式会社,原子力発電費,内訳,使用済燃料再処理等拠出金費,使用済燃料再処理等拠出金発電費,JPY,百万円,338,,,,,,,,,
E04501,東北電力株式会社,原子力発電費,個別勘定科目,,補償費,JPY,百万円,2,1,64,9,0,0,82,0,0,0
E04501,東北電力株式会社,原子力発電費,個別勘定科目,,諸費,JPY,百万円,1256,955,1189,1142,2989,4613,2071,2491,2256,2447
E04501,東北電力株式会社,原子力発電費,個別勘定科目,,共有設備費等分担額,JPY,百万円,0,,,,,,3,4,4,
E04501,東北電力株式会社,原子力発電費,個別勘定科目合計,,諸税,JPY,百万円,4175,4180,4144,4522,4438,4346,4232,4477,5073,10773
E04501,東北電力株式会社,原子力発電費,内訳,諸税,固定資産税,JPY,百万円,4042,4047,3867,3827,3750,3657,3537,3386,3438,9462
E04501,東北電力株式会社,原子力発電費,内訳,諸税,雑税,JPY,百万円,132,133,277,694,688,688,695,1090,1634,1311
E04501,東北電力株式会社,原子力発電費,個別勘定科目,,給料手当,JPY,百万円,7847,8329,8672,8910,8951,9045,8508,9414,9385,9636
E04501,東北電力株式会社,原子力発電費,個別勘定科目,,共有設備費等分担額|貸方,JPY,百万円,-25,-31,-20,-40,-31,-20,-16,-20,-29,-28
E04501,東北電力株式会社,原子力発電費,個別勘定科目,,雑給,JPY,百万円,77,105,152,240,235,272,269,296,249,121
E04501,東北電力株式会社,原子力発電費,個別勘定科目合計,,減価償却費,JPY,百万円,28346,26916,26033,25381,22248,20319,20837,16061,32705,46249
E04501,東北電力株式会社,原子力発電費,内訳,減価償却費,特別償却費,JPY,百万円,485,,,,,,,,,
E04501,東北電力株式会社,原子力発電費,内訳,減価償却費,普通償却費,JPY,百万円,27861,26916,26033,25381,22248,20319,20837,16061,32705,46249
E04501,東北電力株式会社,原子力発電費,個別勘定科目合計,,原賠・廃炉等支援機構負担金,JPY,百万円,10709,10709,10709,10709,11758,10662,10662,10662,10662,10662
E04501,東北電力株式会社,原子力発電費,内訳,原賠・廃炉等支援機構負担金,原賠・廃炉等支援機構一般負担金,JPY,百万円,10709,10709,10709,10709,11758,10662,10662,10662,10662,10662
E04501,東北電力株式会社,原子力発電費,個別勘定科目,,委託費,JPY,百万円,15284,13358,12409,13890,17878,15319,10426,11322,11939,12885
E04501,東北電力株式会社,原子力発電費,個別勘定科目,,修繕費,JPY,百万円,12788,16767,14919,18801,15139,12306,14085,32552,32710,20872
E04501,東北電力株式会社,原子力発電費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,-72,-86,-118,-97,-148,-83,-29,-20,-22,-6
E04501,東北電力株式会社,原子力発電費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,-72,-86,-118,-97,-101,-31,-9,-3,-4,-4
E04501,東北電力株式会社,原子力発電費,内訳,給料手当振替額|貸方,その他への振替額|貸方,JPY,百万円,,,,,-46,-51,-20,-16,-17,-1
E04501,東北電力株式会社,原子力発電費,個別勘定科目,,賃借料,JPY,百万円,687,811,843,1026,1206,1043,943,936,1009,1066
E04501,東北電力株式会社,原子力発電費,個別勘定科目,,廃棄物処理費,JPY,百万円,1477,1634,1758,1998,1826,1786,2303,1970,2240,3598
E04501,東北電力株式会社,原子力発電費,個別勘定科目合計,,厚生費,JPY,百万円,1610,1667,1745,1771,1766,1844,1801,1833,1792,1812
E04501,東北電力株式会社,原子力発電費,内訳,厚生費,法定厚生費,JPY,百万円,1256,1313,1379,1417,1395,1443,1391,1508,1470,1486
E04501,東北電力株式会社,原子力発電費,内訳,厚生費,一般厚生費,JPY,百万円,354,353,366,353,371,400,410,325,322,325
E04501,東北電力株式会社,原子力発電費,個別勘定科目,,消耗品費,JPY,百万円,404,436,567,141,326,335,294,829,477,272
E04501,東北電力株式会社,原子力発電費,個別勘定科目合計,,燃料費,JPY,百万円,,,,,,,,,1648,2803
E04501,東北電力株式会社,原子力発電費,内訳,燃料費,核燃料減損額,JPY,百万円,,,,,,,,,1227,2803
E04501,東北電力株式会社,原子力発電費,内訳,燃料費,核燃料減損修正損,JPY,百万円,,,,,,,,,420,
E04501,東北電力株式会社,原子力発電費,個別勘定科目,,特定放射性廃棄物処分費,JPY,百万円,,,,,,,,,1736,4804
E04501,東北電力株式会社,原子力発電費,個別勘定科目,,非化石証書関連振替額,JPY,百万円,,,,,,,,,-1634,1079
E04501,東北電力株式会社,原子力発電費,個別勘定科目,,廃炉拠出金費,JPY,百万円,,,,,,,,,3607,3607
E04501,東北電力株式会社,原子力発電費,区分合計,,合計,JPY,百万円,94072,95351,96101,100986,97854,91452,87440,106455,121711,143466
E04501,東北電力株式会社,内燃力発電費,個別勘定科目,,消耗品費,JPY,百万円,131,116,123,102,,,,,,
E04501,東北電力株式会社,内燃力発電費,個別勘定科目合計,,減価償却費,JPY,百万円,4628,4078,1200,1287,,,,,,
E04501,東北電力株式会社,内燃力発電費,内訳,減価償却費,普通償却費,JPY,百万円,4625,4078,1200,1287,,,,,,
E04501,東北電力株式会社,内燃力発電費,内訳,減価償却費,特別償却費,JPY,百万円,3,,,,,,,,,
E04501,東北電力株式会社,内燃力発電費,個別勘定科目,,給料手当,JPY,百万円,309,334,398,407,,,,,,
E04501,東北電力株式会社,内燃力発電費,個別勘定科目合計,,厚生費,JPY,百万円,66,69,84,82,,,,,,
E04501,東北電力株式会社,内燃力発電費,内訳,厚生費,法定厚生費,JPY,百万円,51,55,65,67,,,,,,
E04501,東北電力株式会社,内燃力発電費,内訳,厚生費,一般厚生費,JPY,百万円,14,14,18,14,,,,,,
E04501,東北電力株式会社,内燃力発電費,個別勘定科目,,賃借料,JPY,百万円,12,12,4,7,,,,,,
E04501,東北電力株式会社,内燃力発電費,個別勘定科目,,委託費,JPY,百万円,267,268,284,294,,,,,,
E04501,東北電力株式会社,内燃力発電費,個別勘定科目,,諸費,JPY,百万円,14,19,21,23,,,,,,
E04501,東北電力株式会社,内燃力発電費,個別勘定科目,,廃棄物処理費,JPY,百万円,30,25,26,25,,,,,,
E04501,東北電力株式会社,内燃力発電費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,-1,-3,-4,-4,,,,,,
E04501,東北電力株式会社,内燃力発電費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,-1,-3,-4,-4,,,,,,
E04501,東北電力株式会社,内燃力発電費,個別勘定科目,,修繕費,JPY,百万円,2052,2133,2056,1929,,,,,,
E04501,東北電力株式会社,内燃力発電費,個別勘定科目,,雑給,JPY,百万円,3,3,0,,,,,,,
E04501,東北電力株式会社,内燃力発電費,個別勘定科目合計,,諸税,JPY,百万円,517,457,401,374,,,,,,
E04501,東北電力株式会社,内燃力発電費,内訳,諸税,固定資産税,JPY,百万円,517,455,401,374,,,,,,
E04501,東北電力株式会社,内燃力発電費,内訳,諸税,雑税,JPY,百万円,0,2,0,0,,,,,,
E04501,東北電力株式会社,内燃力発電費,個別勘定科目,,損害保険料,JPY,百万円,2,2,2,2,,,,,,
E04501,東北電力株式会社,内燃力発電費,個別勘定科目合計,,固定資産除却費,JPY,百万円,181,202,252,278,1800,,805,265,,
E04501,東北電力株式会社,内燃力発電費,内訳,固定資産除却費,除却費用,JPY,百万円,163,186,204,255,1800,,805,265,,
E04501,東北電力株式会社,内燃力発電費,内訳,固定資産除却費,除却損,JPY,百万円,17,16,48,22,,,0,0,,
E04501,東北電力株式会社,内燃力発電費,個別勘定科目合計,,燃料費,JPY,百万円,2729,3206,3674,3490,,,,,,
E04501,東北電力株式会社,内燃力発電費,内訳,燃料費,燃料油費,JPY,百万円,2696,3080,3623,3490,,,,,,
E04501,東北電力株式会社,内燃力発電費,内訳,燃料費,ガス費,JPY,百万円,32,125,50,0,,,,,,
E04501,東北電力株式会社,内燃力発電費,個別勘定科目,,補償費,JPY,百万円,,,0,,,,,,,
E04501,東北電力株式会社,内燃力発電費,区分合計,,合計,JPY,百万円,10946,10927,8527,8302,1800,,805,265,,
E04501,東北電力株式会社,新エネルギー等発電費,個別勘定科目,,雑給,JPY,百万円,0,,,,,,13,46,64,29
E04501,東北電力株式会社,新エネルギー等発電費,個別勘定科目,,共有設備費等分担額,JPY,百万円,19,14,7,5,11,15,3,4,0,
E04501,東北電力株式会社,新エネルギー等発電費,個別勘定科目,,賃借料,JPY,百万円,11,11,16,16,16,20,19,19,16,23
E04501,東北電力株式会社,新エネルギー等発電費,個別勘定科目,,損害保険料,JPY,百万円,7,6,6,6,5,6,7,23,13,13
E04501,東北電力株式会社,新エネルギー等発電費,個別勘定科目,,委託費,JPY,百万円,120,121,111,112,135,112,106,194,228,132
E04501,東北電力株式会社,新エネルギー等発電費,個別勘定科目,,諸費,JPY,百万円,19,21,22,17,84,90,130,181,194,219
E04501,東北電力株式会社,新エネルギー等発電費,個別勘定科目合計,,固定資産除却費,JPY,百万円,49,51,40,12,41,78,227,109,160,26
E04501,東北電力株式会社,新エネルギー等発電費,内訳,固定資産除却費,除却損,JPY,百万円,38,24,15,2,19,6,95,3,86,17
E04501,東北電力株式会社,新エネルギー等発電費,内訳,固定資産除却費,除却費用,JPY,百万円,10,26,25,10,22,72,132,106,74,9
E04501,東北電力株式会社,新エネルギー等発電費,個別勘定科目合計,,厚生費,JPY,百万円,50,51,50,47,53,53,152,194,195,220
E04501,東北電力株式会社,新エネルギー等発電費,内訳,厚生費,法定厚生費,JPY,百万円,43,44,44,39,46,45,136,166,166,185
E04501,東北電力株式会社,新エネルギー等発電費,内訳,厚生費,一般厚生費,JPY,百万円,7,6,6,7,6,8,15,27,28,34
E04501,東北電力株式会社,新エネルギー等発電費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,0,0,0,0,-1,0,0,-7,-8,-7
E04501,東北電力株式会社,新エネルギー等発電費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,0,0,0,0,-1,0,0,-1,0,0
E04501,東北電力株式会社,新エネルギー等発電費,内訳,給料手当振替額|貸方,その他への振替額|貸方,JPY,百万円,,,,,,,,-6,-8,-7
E04501,東北電力株式会社,新エネルギー等発電費,個別勘定科目合計,,諸税,JPY,百万円,164,157,165,161,153,146,151,176,98,73
E04501,東北電力株式会社,新エネルギー等発電費,内訳,諸税,固定資産税,JPY,百万円,164,156,165,160,153,146,150,175,92,72
E04501,東北電力株式会社,新エネルギー等発電費,内訳,諸税,雑税,JPY,百万円,0,0,0,0,0,0,1,0,5,0
E04501,東北電力株式会社,新エネルギー等発電費,個別勘定科目,,修繕費,JPY,百万円,1022,1862,969,966,805,1599,629,1014,666,155
E04501,東北電力株式会社,新エネルギー等発電費,個別勘定科目合計,,減価償却費,JPY,百万円,1091,1131,1144,1047,875,718,703,950,708,577
E04501,東北電力株式会社,新エネルギー等発電費,内訳,減価償却費,普通償却費,JPY,百万円,1091,1131,1144,1047,875,718,703,950,708,577
E04501,東北電力株式会社,新エネルギー等発電費,個別勘定科目合計,,燃料費,JPY,百万円,4550,5856,5151,4868,4809,4706,4316,4650,1013,
E04501,東北電力株式会社,新エネルギー等発電費,内訳,燃料費,助燃費及び蒸気料,JPY,百万円,4550,5856,5151,4868,4809,4706,4316,4650,1013,
E04501,東北電力株式会社,新エネルギー等発電費,個別勘定科目,,給料手当,JPY,百万円,261,278,264,241,291,282,908,1062,1122,1267
E04501,東北電力株式会社,新エネルギー等発電費,個別勘定科目,,消耗品費,JPY,百万円,26,32,25,26,28,29,26,38,17,3
E04501,東北電力株式会社,新エネルギー等発電費,個別勘定科目,,補償費,JPY,百万円,,,,,,,0,0,7,0
E04501,東北電力株式会社,新エネルギー等発電費,区分合計,,合計,JPY,百万円,7395,9597,7978,7530,7308,7859,7396,8658,4498,2735
E04501,東北電力株式会社,地帯間購入電力料,個別勘定科目,,地帯間購入電源費,JPY,百万円,54019,58974,61867,48503,,,,,,
E04501,東北電力株式会社,地帯間購入電力料,個別勘定科目,,地帯間購入送電費,JPY,百万円,54,50,53,50,,,,,,
E04501,東北電力株式会社,地帯間購入電力料,区分合計,,合計,JPY,百万円,54074,59025,61920,48553,,,,,,
E04501,東北電力株式会社,他社購入電力料,個別勘定科目合計,,他社購入電源費,JPY,百万円,337269,391889,509960,579023,514966,478330,793064,473144,510982,421411
E04501,東北電力株式会社,他社購入電力料,内訳,他社購入電源費,新エネルギー等電源費,JPY,百万円,155174,187977,234455,296465,210471,72097,94931,48361,56633,49008
E04501,東北電力株式会社,他社購入電力料,内訳,他社購入電源費,その他の電源費,JPY,百万円,182095,203912,275504,282558,304495,406232,698133,424783,454348,372402
E04501,東北電力株式会社,他社購入電力料,個別勘定科目,,非化石証書購入費,JPY,百万円,,,0,15,5290,1955,2636,4717,1884,9767
E04501,東北電力株式会社,他社購入電力料,区分合計,,合計,JPY,百万円,337269,391889,509960,579038,520257,480285,795701,477861,512866,431178
E04501,東北電力株式会社,送電費,個別勘定科目,,消耗品費,JPY,百万円,134,130,75,62,,,,,,
E04501,東北電力株式会社,送電費,個別勘定科目,,託送料,JPY,百万円,1257,1279,1215,1309,,,,,,
E04501,東北電力株式会社,送電費,個別勘定科目,,共有設備費等分担額,JPY,百万円,26,27,29,40,,,,,,
E04501,東北電力株式会社,送電費,個別勘定科目,,補償費,JPY,百万円,182,161,197,73,,,,,,
E04501,東北電力株式会社,送電費,個別勘定科目合計,,諸税,JPY,百万円,6118,6563,6550,6393,,,,,,
E04501,東北電力株式会社,送電費,内訳,諸税,雑税,JPY,百万円,39,54,34,27,,,,,,
E04501,東北電力株式会社,送電費,内訳,諸税,固定資産税,JPY,百万円,6078,6509,6515,6366,,,,,,
E04501,東北電力株式会社,送電費,個別勘定科目,,事業者間精算費,JPY,百万円,126,410,220,51,,,,,,
E04501,東北電力株式会社,送電費,個別勘定科目,,損害保険料,JPY,百万円,0,0,0,0,,,,,,
E04501,東北電力株式会社,送電費,個別勘定科目合計,,給料手当振替額|貸方,JPY,百万円,-149,-150,-153,-153,,,,,,
E04501,東北電力株式会社,送電費,内訳,給料手当振替額|貸方,建設費への振替額|貸方,JPY,百万円,-148,-149,-152,-152,,,,,,
E04501,東北電力株式会社,送電費,内訳,給料手当振替額|貸方,その他への振替額|貸方,JPY,百万円,-1,0,-1,0,,,,,,
E04501,東北電力株式会社,送電費,個別勘定科目,,給料手当,JPY,百万円,5272,5139,5158,5226,,,,,,
E04501,東北電力株式会社,送電費,個別勘定科目合計,,固定資産除却費,JPY,百万円,6558,7957,5547,5104,,,,,,
